title,body,created_at,updated_at,closed_at,state,labels,number,url,milestone,locked,assignee,assignees
ProxyStore method signature change not backwards compatible #2037 (names reverted to old names),,2019-01-28 15:21:35+00:00,2019-01-31 14:07:16+00:00,2019-01-31 14:05:13+00:00,closed,[],2045,https://github.com/gchq/Gaffer/pull/2045,,False,,[]
Gh 2027,,2019-01-25 15:20:22+00:00,2019-01-25 15:20:35+00:00,2019-01-25 15:20:35+00:00,closed,[],2044,https://github.com/gchq/Gaffer/pull/2044,,False,,[]
Gh 2027,,2019-01-25 15:11:05+00:00,2019-01-25 15:14:45+00:00,2019-01-25 15:14:45+00:00,closed,[],2043,https://github.com/gchq/Gaffer/pull/2043,,False,,[]
Gh 2027 merge back,,2019-01-25 14:11:27+00:00,2019-01-25 14:18:49+00:00,2019-01-25 14:18:49+00:00,closed,[],2042,https://github.com/gchq/Gaffer/pull/2042,,False,,[]
Gh-2027 into gh-2027-ToByteSerialisers-equals-hashcode ,,2019-01-25 13:18:39+00:00,2019-01-25 13:33:00+00:00,2019-01-25 13:33:00+00:00,closed,[],2041,https://github.com/gchq/Gaffer/pull/2041,,False,,[]
Gh-2027 into gh-2027-ToByteSerialisers-equals-hashcode,,2019-01-25 13:14:42+00:00,2019-01-25 13:17:14+00:00,2019-01-25 13:17:14+00:00,closed,[],2040,https://github.com/gchq/Gaffer/pull/2040,,False,,[]
gh-2038 GetFromEndpoint,,2019-01-25 11:51:14+00:00,2019-01-29 13:55:04+00:00,2019-01-29 13:54:58+00:00,closed,[],2039,https://github.com/gchq/Gaffer/pull/2039,,False,,[]
Split GetAsElementsFromEndpoint into GetFromEndpoint and Map Operation,GetAsElementsFromEndpoint is quite specific and it would be more useful if this was split into 2 operations: GetFromEndpoint and the existing Map Operation (or Generate Elements),2019-01-25 11:22:27+00:00,2019-01-29 13:57:31+00:00,2019-01-29 13:57:31+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:high"")]",2038,https://github.com/gchq/Gaffer/issues/2038,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
ProxyStore method signature change not backwards compatible,The method `getRemoteTraits()` previously `fetchTraits()` should be reverted to the old name in time for the next release.,2019-01-25 10:03:15+00:00,2019-01-31 15:07:13+00:00,2019-01-31 15:07:13+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",2037,https://github.com/gchq/Gaffer/issues/2037,"Milestone(title=""v1.8.0-RC2"", number=81)",False,,[]
gh-2027 Add equals to Children of ToBytesSerialiser,Implementing Equals and Hashcode methods of children of ToBytesSerialiser. Addresses issue #2027 ,2019-01-25 03:19:28+00:00,2019-03-01 11:24:12+00:00,2019-03-01 11:24:12+00:00,closed,[],2036,https://github.com/gchq/Gaffer/pull/2036,,False,,[]
Newer version of Findbugs plugin causes injection errors with maven v3.2 ,Fix should either revert upgrade to plugin or should replace findbugs with something backwards compatible with all versions of maven3.,2019-01-24 15:42:25+00:00,2019-01-29 11:24:07+00:00,2019-01-28 12:34:04+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",2035,https://github.com/gchq/Gaffer/issues/2035,"Milestone(title=""v1.8.0-RC2"", number=81)",False,,[]
Put files into subdirectories in Parquet store,"The Parquet store currently stores data for each group in a subdirectory of the snapshot directory. Data for the reversed edges are also stored in subdirectories, one per group, of the the snapshot directory. If there are a lot of groups, this will be messy. It would be better to have one subdirectory for the graph and one for the reversed edges, with subdirectories of those for the different groups. This may also make implementing the GetDataFrameOfElements operation easier.",2019-01-24 14:58:50+00:00,2019-03-01 14:25:51+00:00,2019-03-01 14:25:51+00:00,closed,"[Label(name=""enhancement""), Label(name=""parquet"")]",2034,https://github.com/gchq/Gaffer/issues/2034,"Milestone(title=""v1.9.0-RC1"", number=80)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
gh-2032 - quickfix added for nested Operations,,2019-01-23 15:49:32+00:00,2019-01-29 16:30:26+00:00,2019-01-29 16:29:33+00:00,closed,[],2033,https://github.com/gchq/Gaffer/pull/2033,,False,,[]
Allow nested Operations to have view updated within Graph,"Within the Join Operation there is a nested Operation.  When the Join op is run against the graph, the nested Operation will be run directly by the store, so therefore the View will not be updated.  The Graph updateOperationChainView method needs updating to also update any nested methods within the Operation.",2019-01-23 15:24:11+00:00,2019-01-30 13:53:12+00:00,2019-01-30 13:53:11+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",2032,https://github.com/gchq/Gaffer/issues/2032,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Investigate Graph and Store,"Currently there are two ways to execute, graph.execute and store.execute.  These two methods do slightly different things.  

For example if you execute on the Graph there are methods such as updateOperationChainView which are run, however if store.execute is called these methods are not and cannot be run (because they rely on things like the GraphConfig).

This issue becomes a problem if you run secondary Operations from within Handlers, where there is only access to the Store.

This issue should be addressed and resolved, with one point of entry and one way of execution.",2019-01-23 13:56:42+00:00,2019-03-27 17:06:32+00:00,2019-03-27 17:06:25+00:00,closed,"[Label(name=""Maestro""), Label(name=""advanced""), Label(name=""p:high"")]",2031,https://github.com/gchq/Gaffer/issues/2031,,False,,[]
Remove JSONSerialiser from CustomMap.equals(),"Blocked by gh-2027, gh-2024 when this is complete...

Remove JSONSerialiser from the equals builder in CustomMap.equals()",2019-01-16 14:30:52+00:00,2019-04-01 13:35:53+00:00,2019-04-01 13:35:36+00:00,closed,[],2030,https://github.com/gchq/Gaffer/issues/2030,"Milestone(title=""v1.9.0-RC1"", number=80)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
Gh 2024 custom map,,2019-01-16 14:14:50+00:00,2019-04-29 09:30:24+00:00,2019-03-18 10:22:36+00:00,closed,[],2029,https://github.com/gchq/Gaffer/pull/2029,,False,,[]
ProxyStore OperationChainHander with custom default behaviour,A ProxyStore currently default behaviour for a operations with no known handlers will forward the operation to delegate store. This is to be removed at this default behaviour should be configured. This will become a operationChainHandler end point. (which could be configured to forward to a delegate store),2019-01-15 17:13:56+00:00,2019-02-12 16:01:05+00:00,2019-02-12 16:01:05+00:00,closed,[],2028,https://github.com/gchq/Gaffer/issues/2028,,False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
Implement Equals method for all ToByteSerialisers,"Implement Equals method for all ToByteSerialisers.
```
@Override
    public boolean equals(final Object obj) {
        return this == obj || obj != null && this.getClass() == obj.getClass();
    }
```

gh-2030 This is required to remove the JSONserialiser from CustomMap.equals().

Get the test ""shouldHaveValidEqualsMethodForToByteSerialiser()"" to pass for all serialiser tests.
This will also require hashCode implementations to pass find bugs + check style.

Pull the existing branch.",2019-01-15 16:15:09+00:00,2019-03-29 09:47:26+00:00,2019-03-29 09:47:26+00:00,closed,"[Label(name=""beginner"")]",2027,https://github.com/gchq/Gaffer/issues/2027,,False,"NamedUser(login=""GCHQ-9182621"")","[NamedUser(login=""GCHQ-9182621"")]"
Gh 2025 sparksessionprovider shouldnt set multiplecontexts,,2019-01-15 16:10:32+00:00,2019-01-23 16:13:03+00:00,2019-01-23 16:12:59+00:00,closed,[],2026,https://github.com/gchq/Gaffer/pull/2026,,False,,[]
SparkSessionProvider in Spark unit tests sets spark.driver.allowMultipleContexts to true,Only one Spark session is used in the unit tests so it shouldn't be necessary to set `spark.driver.allowMultipleContexts` to true in the `SparkSessionProvider` class.,2019-01-15 15:51:27+00:00,2019-01-29 11:24:06+00:00,2019-01-23 16:13:20+00:00,closed,"[Label(name=""enhancement"")]",2025,https://github.com/gchq/Gaffer/issues/2025,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
CustomMap,"A Map that can serialise complicated Value and Key types, without the need for a custom implementation of map. Otherwise errors occur during serialisation with a regular map.",2019-01-15 14:16:07+00:00,2019-03-25 15:04:28+00:00,2019-03-25 15:04:00+00:00,closed,[],2024,https://github.com/gchq/Gaffer/issues/2024,"Milestone(title=""v1.9.0-RC1"", number=80)",False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
gh-2022 Removed allowMultipleContexts option from SparkContextUtil,,2019-01-15 12:48:25+00:00,2019-01-22 17:40:52+00:00,2019-01-22 17:40:48+00:00,closed,[],2023,https://github.com/gchq/Gaffer/pull/2023,,False,,[]
spark.driver.allowMultipleContexts is set to true in SparkContextUtil,"This option in Spark is only really designed for testing purposes - it is not intended to be used by other projects. The option should be removed.

That option is also used in Gaffer unit tests - a separate issue will look at removing that.",2019-01-15 12:42:01+00:00,2019-01-29 11:24:06+00:00,2019-01-22 17:41:29+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",2022,https://github.com/gchq/Gaffer/issues/2022,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""gaffer01"")","[NamedUser(login=""gaffer01"")]"
gh-2020-FreqMapPredicator since tag updated,,2019-01-10 12:44:15+00:00,2019-01-11 09:05:52+00:00,2019-01-11 09:05:47+00:00,closed,[],2021,https://github.com/gchq/Gaffer/pull/2021,,False,,[]
Update since tag of FreqMapPredicator,Since tag is set to 1.7.0 where it should be 1.8.0,2019-01-10 10:03:52+00:00,2019-01-29 11:24:06+00:00,2019-01-11 09:06:18+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",2020,https://github.com/gchq/Gaffer/issues/2020,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Investigate skipped test in FederatedStore,currently there is a test within the JobSchedulerIT that is skipped within the FederatedStoreITs.  Investigate.,2019-01-09 17:34:41+00:00,2019-01-10 12:42:09+00:00,2019-01-10 12:42:09+00:00,closed,"[Label(name=""invalid""), Label(name=""p:normal""), Label(name=""possible-bug"")]",2019,https://github.com/gchq/Gaffer/issues/2019,,False,,[]
gh-1939 missing OperationChainDAO handler.,,2019-01-09 14:22:22+00:00,2019-04-29 09:32:54+00:00,2019-01-09 15:28:02+00:00,closed,[],2018,https://github.com/gchq/Gaffer/pull/2018,,False,,[]
Gh 1920 schedule jobs,,2019-01-08 20:51:20+00:00,2019-04-29 09:31:40+00:00,2019-03-22 09:28:56+00:00,closed,[],2017,https://github.com/gchq/Gaffer/pull/2017,,False,,[]
gh-2015 updated since tag on join operation,,2019-01-07 13:31:11+00:00,2019-03-22 10:09:27+00:00,2019-01-08 11:50:00+00:00,closed,[],2016,https://github.com/gchq/Gaffer/pull/2016,,False,,[]
Change Since tag on Join operation,The since tag on the join operation is set to 1.7.0 despite the operation being introduced in the 1.8.0 release,2019-01-07 13:24:29+00:00,2019-01-29 11:24:06+00:00,2019-01-08 11:50:35+00:00,closed,"[Label(name=""beginner""), Label(name=""p:normal"")]",2015,https://github.com/gchq/Gaffer/issues/2015,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
gh-2012 - SchemaStreamSupplier removed,,2019-01-02 09:52:14+00:00,2019-01-02 15:08:46+00:00,2019-01-02 15:08:39+00:00,closed,[],2013,https://github.com/gchq/Gaffer/pull/2013,,False,,[]
Remove SchemaStreamSupplier from GraphTest,"This is unnecessary and can be replaced with a one liner:
```Files.copy(new File(getClass().getResource(""/schema/"" + schemaFile).getPath()), new File(dir + ""/"" + schemaFile));```

This is also required for planned updates.",2019-01-02 09:48:49+00:00,2019-01-10 15:00:43+00:00,2019-01-02 15:09:02+00:00,closed,"[Label(name=""p:low"")]",2012,https://github.com/gchq/Gaffer/issues/2012,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-2002 - removed immutable map from Context Variables and test added,to check,2018-12-24 10:12:52+00:00,2019-01-03 08:46:32+00:00,2019-01-03 08:46:29+00:00,closed,[],2011,https://github.com/gchq/Gaffer/pull/2011,,False,,[]
GH-2009 - updated OperationTests to properly use getTestObject and getRequiredFields,Note I have also removed some duplicated code in the Operation class,2018-12-21 18:44:32+00:00,2019-02-23 15:53:57+00:00,2019-01-29 10:29:43+00:00,closed,[],2010,https://github.com/gchq/Gaffer/pull/2010,,False,,[]
Fix required tests for OperationTests,the getTestObject should return just a new instance of the Operation being tested.  Further to this any required fields should be added to the getRequiredFields() method.  This is implemented incorrectly in MapTest and others.  To view a correct implementation see CancelScheduledJobTest.,2018-12-21 11:15:37+00:00,2019-01-30 13:54:05+00:00,2019-01-30 13:54:04+00:00,closed,"[Label(name=""beginner""), Label(name=""p:low"")]",2009,https://github.com/gchq/Gaffer/issues/2009,,False,,[]
Remove view Edge Entity Validation for operations,"Following the bug raised and fixed in gh-1992.
Should the views been validated at all?
Can the view validation be removed completely and opChains simply return null if the view specified does not exist?",2018-12-20 13:41:28+00:00,2019-11-22 14:57:46+00:00,,open,"[Label(name=""enhancement""), Label(name=""question"")]",2008,https://github.com/gchq/Gaffer/issues/2008,"Milestone(title=""Backlog"", number=12)",False,,[]
Update FederatedStore.java,,2018-12-20 11:25:21+00:00,2018-12-20 11:27:42+00:00,2018-12-20 11:27:41+00:00,closed,[],2007,https://github.com/gchq/Gaffer/pull/2007,,False,,[]
GH-1905 - add pre-computation of partitions to Parquet GroupPartitioner,,2018-12-19 21:32:50+00:00,2019-01-02 12:57:59+00:00,2019-01-02 12:57:59+00:00,closed,[],2006,https://github.com/gchq/Gaffer/pull/2006,,False,,[]
GH-2001 - initialise variables map in constructor,,2018-12-19 18:12:44+00:00,2018-12-20 12:38:58+00:00,2018-12-20 12:38:58+00:00,closed,[],2005,https://github.com/gchq/Gaffer/pull/2005,,False,,[]
gh-2000 - null check added to GetVariablesHandler,,2018-12-19 17:44:38+00:00,2018-12-19 17:48:41+00:00,2018-12-19 17:48:22+00:00,closed,[],2004,https://github.com/gchq/Gaffer/pull/2004,,False,,[]
Gh 2000 get variables throws npe,,2018-12-19 17:44:33+00:00,2019-01-02 10:41:54+00:00,2019-01-02 10:41:54+00:00,closed,[],2003,https://github.com/gchq/Gaffer/pull/2003,,False,,[]
SetVariables can't set an Immutable map,"```@Test
    public void setTwoVars() throws OperationException {
        // Given
        final Context context = new Context(new User());
        final Store store = mock(Store.class);
        final String testVarName = ""testVarName"";
        final Object testVarValue = ""varVal"";

        final String testVarName1 = ""testVarName1"";
        final Object testVarValue1 = ""varVal1"";

        SetVariableHandler handler = new SetVariableHandler();
        SetVariable op = new SetVariable.Builder().variableName(testVarName).input(testVarValue).build();
        SetVariable op1 = new SetVariable.Builder().variableName(testVarName1).input(testVarValue1).build();

        // When / Then
        handler.doOperation(op, context, store);
        handler.doOperation(op1, context, store);
    }```



currently fails",2018-12-19 15:47:44+00:00,2019-01-10 15:00:43+00:00,2019-01-03 08:46:56+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",2002,https://github.com/gchq/Gaffer/issues/2002,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Variables Map in Context should be initialised,"If you just run a GetVariable Operation it will throw a NPE currently.

```
@Test
    public void shouldNotThrowNPE() throws OperationException {
        // Given
        final Context context = new Context(new User());
        final GetVariableHandler handler = new GetVariableHandler();
        final GetVariable op = new GetVariable.Builder().variableName(varName).build();

        // When
        final Object variableValueFromOp = handler.doOperation(op, context, store);

        // Then
        assertNull(variableValueFromOp);
    }```",2018-12-19 15:38:15+00:00,2019-01-10 15:00:42+00:00,2018-12-20 12:39:43+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",2001,https://github.com/gchq/Gaffer/issues/2001,"Milestone(title=""v1.8.0-RC1"", number=75)",False,,[]
GetVariables op throws NPE,"a null check needs adding within the GetVariablesHandler doOperation method.  Just to check operation.getVariables is not null, otherwise just return the empty HashSet (already created).",2018-12-19 15:30:12+00:00,2019-01-10 15:00:42+00:00,2019-01-02 10:42:54+00:00,closed,"[Label(name=""beginner""), Label(name=""bug""), Label(name=""p:high"")]",2000,https://github.com/gchq/Gaffer/issues/2000,"Milestone(title=""v1.8.0-RC1"", number=75)",False,,[]
GH-1898 - ParquetStore validates snapshot folder does not already exist,Enhancement to `ParquetStore#setLatestSnapshot()` to ensure that the snapshot folder being set to does not already exist,2018-12-18 20:29:19+00:00,2019-01-02 09:30:26+00:00,2019-01-02 09:30:04+00:00,closed,[],1999,https://github.com/gchq/Gaffer/pull/1999,,False,,[]
Gh 1997 Update list of required visibilities for running tests against an Accumulo cluster,,2018-12-18 16:22:39+00:00,2018-12-20 15:40:15+00:00,2018-12-20 15:40:10+00:00,closed,[],1998,https://github.com/gchq/Gaffer/pull/1998,,False,,[]
Update list of required visibilities for running tests against Accumulo,"https://github.com/gchq/Gaffer/blob/bfc47979922c961f545076ee352cbb6f38314e99/integration-test/src/test/java/uk/gov/gchq/gaffer/integration/impl/loader/ParameterizedLoaderIT.java#L63

^^ The above file has added tests that require the Accumulo user that tests are run with to be able to apply the visibility called 'private'. The list at `store-implementation/accumulo-store/README.md` needs updating.",2018-12-18 16:21:37+00:00,2019-01-10 15:00:42+00:00,2018-12-20 15:40:49+00:00,closed,"[Label(name=""p:normal"")]",1997,https://github.com/gchq/Gaffer/issues/1997,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""ctas582"")","[NamedUser(login=""ctas582"")]"
gh-1995 Include io.github.classgraph:classgraph in Accumulo iterator JAR,,2018-12-18 13:30:59+00:00,2018-12-18 14:36:58+00:00,2018-12-18 14:36:58+00:00,closed,[],1996,https://github.com/gchq/Gaffer/pull/1996,,False,,[]
Include io.github.classgraph in Accumulo iterator JAR,"gchq/koryphe#124 switched a dependency from `io.github.lukehutch:fast-classpath-scanner` to `io.github.classgraph:classgraph` in Korphe v1.6.0-RC1.

This dependency needs including/replacing in the Accumulo iterator JAR to fix NoClassDefFound errors we are seeing in gchq/gaffer-tools#645
",2018-12-18 13:12:59+00:00,2019-01-10 15:00:42+00:00,2018-12-18 15:01:24+00:00,closed,"[Label(name=""bug""), Label(name=""p:critical"")]",1995,https://github.com/gchq/Gaffer/issues/1995,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""ctas582"")","[NamedUser(login=""ctas582"")]"
Refactor ITs to reuse Graphs,"Currently this can't be done because we will need to clear the graph each time it is used for a new Test, or rewrite the test to all use the same data.",2018-12-18 12:01:09+00:00,2021-04-20 16:10:17+00:00,2021-04-20 16:10:17+00:00,closed,"[Label(name=""advanced""), Label(name=""p:normal"")]",1994,https://github.com/gchq/Gaffer/issues/1994,"Milestone(title=""Backlog"", number=12)",False,,[]
gh-1992 FedGraph runs operations against graphs that cant merge.,,2018-12-17 18:58:03+00:00,2019-04-29 09:30:21+00:00,2019-01-08 17:17:21+00:00,closed,[],1993,https://github.com/gchq/Gaffer/pull/1993,,False,,[]
FederatedStore should run op against graphs that can't merge.,"```
 @Test
    public void shouldRunOperationRegardlessOfSchemaFailure() throws OperationException {
        addGraphWithPaths(""graphA"", PATH_ACC_STORE_PROPERTIES_1, PATH_ENTITY_A_SCHEMA_JSON);
        addGraphWithPaths(""graphB"", PATH_ACC_STORE_PROPERTIES_1, PATH_ENTITY_B_SCHEMA_JSON);
        final Schema execute;
        try {
            execute = store.execute(new GetSchema.Builder().build(), userContext);
            fail(""exception expected"");
        } catch (final SchemaException e) {
            assertEquals(""Unable to merge the schemas for all of your federated graphs: [graphA, graphB]. You can limit which graphs to query for using the operation option: gaffer.federatedstore.operation.graphIds"", e.getMessage());
            assertEquals(""Unable to merge schemas. Conflict with vertex serialiser, options are: uk.gov.gchq.gaffer.serialisation.implementation.StringSerialiser and uk.gov.gchq.gaffer.serialisation.implementation.raw.CompactRawIntegerSerialiser"", e.getCause().getMessage());
        }

        store.execute(new GetAllElements.Builder().build(), userContext);
    }
```",2018-12-17 18:51:31+00:00,2019-01-29 11:24:06+00:00,2019-01-08 17:20:17+00:00,closed,[],1992,https://github.com/gchq/Gaffer/issues/1992,"Milestone(title=""v1.8.0-RC2"", number=81)",False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
Merging ProxyStore into FederatedStore,"The Federated Store opChainHandler delegates operations changes to sub/remote graphs and aggregates the remote graphs output.
The Proxy Store opChainHandler delegates the operations to local handlers and remote graphs (see gh-1952).

By merging the opChainHandlers and stores, the ProxyStore become a FederatedStore with a single remote graph.",2018-12-14 12:36:00+00:00,2019-11-20 15:29:48+00:00,2019-11-20 15:29:47+00:00,closed,"[Label(name=""Maestro"")]",1991,https://github.com/gchq/Gaffer/issues/1991,,False,"NamedUser(login=""GCHQDev404"")","[NamedUser(login=""GCHQDev404"")]"
gh-1989 - Variables bug fixes,,2018-12-12 11:38:34+00:00,2019-04-29 09:31:42+00:00,2018-12-12 18:24:38+00:00,closed,[],1990,https://github.com/gchq/Gaffer/pull/1990,,False,,[]
SetVariable handler needs null checks,"If you create a setVariable with nulls currently it throws a NPE.
Same with GetVariable/GetVariables",2018-12-12 11:17:11+00:00,2018-12-13 11:16:41+00:00,2018-12-13 11:16:40+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1989,https://github.com/gchq/Gaffer/issues/1989,,False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Updating koryphe version 1.6.0-RC1,,2018-12-11 15:38:54+00:00,2019-03-22 10:09:01+00:00,2018-12-12 16:12:51+00:00,closed,[],1988,https://github.com/gchq/Gaffer/pull/1988,,False,,[]
gh-1971 excluded jackson versions from Koryphe,,2018-12-11 15:09:59+00:00,2019-03-22 10:08:45+00:00,2018-12-12 12:54:06+00:00,closed,[],1987,https://github.com/gchq/Gaffer/pull/1987,,False,,[]
gh-1984 - function to create a freqmap and upsert a value,,2018-12-11 07:50:03+00:00,2018-12-17 11:32:31+00:00,2018-12-17 11:32:23+00:00,closed,[],1986,https://github.com/gchq/Gaffer/pull/1986,,False,,[]
Gh 1984 to freq map,,2018-12-11 07:49:16+00:00,2018-12-11 07:49:46+00:00,2018-12-11 07:49:46+00:00,closed,[],1985,https://github.com/gchq/Gaffer/pull/1985,,False,,[]
Create Function to create a new FreqMap and upsert a value,,2018-12-11 07:46:52+00:00,2019-02-19 15:40:31+00:00,2018-12-17 12:14:52+00:00,closed,"[Label(name=""enhancement""), Label(name=""headliner""), Label(name=""p:normal"")]",1984,https://github.com/gchq/Gaffer/issues/1984,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
gh-1982 - added ToTypeSubTypeValue function,,2018-12-11 07:41:39+00:00,2018-12-17 12:14:28+00:00,2018-12-17 12:14:16+00:00,closed,[],1983,https://github.com/gchq/Gaffer/pull/1983,,False,,[]
Create function to convert value to TypeValue or TypeSubTypeValue,,2018-12-11 07:39:06+00:00,2019-02-19 15:40:31+00:00,2018-12-17 12:15:09+00:00,closed,"[Label(name=""enhancement""), Label(name=""headliner""), Label(name=""p:normal"")]",1982,https://github.com/gchq/Gaffer/issues/1982,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""p013570"")","[NamedUser(login=""p013570"")]"
Gh 1980 fix parameterized loader its,,2018-12-10 17:52:15+00:00,2018-12-19 11:35:51+00:00,2018-12-19 11:35:26+00:00,closed,[],1981,https://github.com/gchq/Gaffer/pull/1981,,False,,[]
Fix ParameterizedLoaderITs,,2018-12-10 17:45:53+00:00,2019-02-05 19:05:13+00:00,2018-12-19 11:36:23+00:00,closed,"[Label(name=""bug""), Label(name=""p:high"")]",1980,https://github.com/gchq/Gaffer/issues/1980,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
Error test2,,2018-12-10 15:59:26+00:00,2018-12-10 19:03:07+00:00,2018-12-10 19:03:03+00:00,closed,[],1979,https://github.com/gchq/Gaffer/pull/1979,,False,,[]
Gh 1939 proxy store optional core handlers alt,,2018-12-10 11:32:21+00:00,2018-12-10 19:10:05+00:00,2018-12-10 19:05:53+00:00,closed,[],1978,https://github.com/gchq/Gaffer/pull/1978,,False,,[]
Error test,,2018-12-07 14:25:37+00:00,2018-12-10 19:03:19+00:00,2018-12-10 19:03:16+00:00,closed,[],1977,https://github.com/gchq/Gaffer/pull/1977,,False,,[]
Gh 1952 proxystore handler delegation,,2018-12-07 14:03:57+00:00,2019-01-09 15:26:28+00:00,2019-01-09 15:26:14+00:00,closed,[],1976,https://github.com/gchq/Gaffer/pull/1976,,False,,[]
Gh 1939 proxy store optional core handlers step4,,2018-12-07 12:02:29+00:00,2018-12-07 12:58:51+00:00,2018-12-07 12:58:20+00:00,closed,[],1975,https://github.com/gchq/Gaffer/pull/1975,,False,,[]
Gh 1939 proxy store optional core handlers step3,,2018-12-06 19:03:25+00:00,2018-12-07 12:58:54+00:00,2018-12-07 12:58:04+00:00,closed,[],1974,https://github.com/gchq/Gaffer/pull/1974,,False,,[]
Gh 1939 proxy store optional core handlers step2,,2018-12-06 18:58:57+00:00,2018-12-07 12:58:56+00:00,2018-12-07 12:58:09+00:00,closed,[],1973,https://github.com/gchq/Gaffer/pull/1973,,False,,[]
Gh 1939 proxy store optional core handlers,,2018-12-06 17:52:25+00:00,2018-12-19 15:45:42+00:00,2018-12-19 15:45:03+00:00,closed,[],1972,https://github.com/gchq/Gaffer/pull/1972,,False,,[]
Update jackson version,Upgrade the Jackson version remain compatible with Koryphe.,2018-12-06 12:09:13+00:00,2019-01-10 15:00:41+00:00,2018-12-12 13:31:01+00:00,closed,"[Label(name=""beginner""), Label(name=""p:high""), Label(name=""tech-def"")]",1971,https://github.com/gchq/Gaffer/issues/1971,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""d47853"")","[NamedUser(login=""d47853"")]"
Gh 1965 create GetAsElementsFromEndpoint op,To be merged after #1968 and #1966.,2018-12-05 17:30:22+00:00,2019-01-03 10:14:38+00:00,2019-01-03 10:14:02+00:00,closed,[],1970,https://github.com/gchq/Gaffer/pull/1970,,False,,[]
gh-1968 - slf4j version updated,,2018-12-05 15:03:46+00:00,2019-03-22 10:09:04+00:00,2018-12-19 12:56:33+00:00,closed,[],1969,https://github.com/gchq/Gaffer/pull/1969,,False,,[]
Update slf4j version,update slf4j version to 1.7.25,2018-12-05 14:53:28+00:00,2019-01-10 15:00:40+00:00,2018-12-19 12:57:07+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1968,https://github.com/gchq/Gaffer/issues/1968,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
gh-1966 - guava version updated,,2018-12-05 13:30:51+00:00,2019-03-22 10:08:58+00:00,2018-12-12 18:24:13+00:00,closed,[],1967,https://github.com/gchq/Gaffer/pull/1967,,False,,[]
Update Guava version,,2018-12-05 13:07:17+00:00,2019-01-10 15:00:40+00:00,2018-12-12 18:23:25+00:00,closed,"[Label(name=""enhancement""), Label(name=""p:normal"")]",1966,https://github.com/gchq/Gaffer/issues/1966,"Milestone(title=""v1.8.0-RC1"", number=75)",False,"NamedUser(login=""m55624"")","[NamedUser(login=""m55624"")]"
